timestamp,district,pm2_5,pm10,no2,co,aqi,lat,lon
2025-11-14T20:05:00.929122,وسط البلد,136.91,219.03,51.13,0.3,144.39,30.046296,31.234402
2025-11-14T20:05:01.930560,مدينة نصر,84.4,139.23,53.94,0.6,94.76,30.067621,31.329796
2025-11-14T20:05:02.931863,مدينة نصر,73.25,119.19,90.21,0.38,90.43,30.067613,31.32978
2025-11-14T20:05:03.933312,التجمع الخامس,58.87,104.41,87.85,1.13,78.33,30.020594,31.498427
2025-11-14T20:05:04.934389,مدينة نصر,136.14,219.51,72.98,1.04,148.52,30.066341,31.329464
2025-11-14T20:05:05.935897,مدينة نصر,64.77,97.8,55.5,0.87,72.82,30.067362,31.329753
2025-11-14T20:05:06.937203,الجيزة,90.91,145.18,38.32,0.94,96.68,29.973607,31.126761
2025-11-14T20:05:07.938756,المعادي,104.13,176.33,94.55,0.36,123.88,29.975414,31.254435
2025-11-14T20:05:08.940346,مدينة نصر,48.2,81.51,28.18,0.83,54.19,30.067463,31.329766
2025-11-14T20:05:09.941686,وسط البلد,92.71,137.97,60.02,0.84,99.75,30.045908,31.234834
2025-11-14T20:05:10.943375,وسط البلد,102.24,165.04,92.77,0.4,119.18,30.046612,31.235297
2025-11-14T20:05:11.944722,مدينة نصر,29.69,48.85,56.62,0.9,40.82,30.067076,31.330728
2025-11-14T20:05:12.945948,وسط البلد,105.69,180.6,39.35,0.91,114.9,30.046387,31.235198
2025-11-14T20:05:13.947105,مدينة نصر,79.78,127.99,40.92,0.67,86.47,30.06779,31.330026
2025-11-14T20:05:14.948444,الجيزة,113.68,183.27,37.8,0.78,119.38,29.973603,31.1257
2025-11-14T20:05:15.950011,المعادي,89.7,141.45,62.32,0.8,99.75,29.974293,31.254509
2025-11-14T20:05:16.951705,التجمع الخامس,67.69,101.29,62.08,0.62,76.65,30.02069,31.498386
2025-11-14T20:05:17.953245,الجيزة,124.19,207.57,44.61,0.48,133.29,29.972931,31.12651
2025-11-14T20:05:18.954825,التجمع الخامس,86.12,145.22,36.84,0.5,94.0,30.020994,31.49869
2025-11-14T20:05:19.956792,وسط البلد,114.31,176.82,46.7,0.88,119.54,30.046721,31.235112
2025-11-14T20:05:20.958110,مدينة نصر,78.54,122.34,69.82,0.65,89.94,30.066694,31.329976
2025-11-14T20:05:21.959353,المعادي,46.35,68.61,71.67,0.98,58.09,29.975605,31.25509
2025-11-14T20:05:22.961135,مدينة نصر,109.74,176.86,64.29,1.04,120.78,30.06641,31.330294
2025-11-14T20:05:23.962929,المعادي,67.69,105.19,54.39,1.13,76.28,29.97467,31.254873
2025-11-14T20:05:24.964291,التجمع الخامس,123.2,189.28,36.22,0.99,125.63,30.020653,31.498903
2025-11-14T20:05:25.965444,الجيزة,71.63,108.45,38.79,0.85,76.11,29.972836,31.126418
2025-11-14T20:05:26.966948,وسط البلد,67.21,106.25,85.94,1.17,82.67,30.046343,31.235747
2025-11-14T20:05:27.969091,مدينة نصر,43.48,66.97,29.06,0.94,47.64,30.067081,31.329871
2025-11-14T20:05:28.970165,المعادي,79.24,128.99,74.1,0.34,93.14,29.974911,31.254589
2025-11-14T20:05:29.971301,المعادي,86.26,136.37,106.54,0.45,105.35,29.975514,31.254383
2025-11-14T20:05:30.972722,وسط البلد,63.39,103.61,23.42,1.14,67.46,30.046776,31.234798
2025-11-14T20:05:31.974062,الجيزة,47.95,74.22,59.81,0.69,58.2,29.972553,31.126496
2025-11-14T20:05:32.975458,مدينة نصر,80.75,121.79,92.4,1.13,95.39,30.066395,31.32972
2025-11-14T20:05:33.977054,مدينة نصر,82.85,138.42,47.64,0.3,92.48,30.067063,31.329551
2025-11-14T20:05:34.979023,وسط البلد,97.54,154.17,64.61,0.69,107.94,30.046725,31.235318
2025-11-14T20:05:35.980651,وسط البلد,76.98,130.76,49.02,0.38,87.52,30.046338,31.234233
2025-11-14T20:05:36.982110,المعادي,86.5,145.66,100.39,0.88,107.02,29.974865,31.255177
2025-11-14T20:05:37.983796,التجمع الخامس,107.33,173.47,102.18,1.1,126.14,30.020503,31.498684
2025-11-14T20:05:38.984958,مدينة نصر,76.27,129.31,80.26,0.37,92.98,30.066795,31.330536
2025-11-14T20:05:39.986668,المعادي,55.88,95.45,27.16,1.06,62.01,29.975532,31.254424
2025-11-14T20:05:40.988232,المعادي,125.89,208.03,69.74,0.9,139.3,29.974818,31.255499
2025-11-14T20:05:41.989525,التجمع الخامس,52.6,79.76,46.79,0.31,59.59,30.021462,31.498816
2025-11-14T20:05:42.991024,المعادي,131.05,205.39,65.08,0.88,140.16,29.975155,31.254954
2025-11-14T20:05:43.992643,مدينة نصر,68.55,102.12,62.07,0.86,77.32,30.06713,31.329442
2025-11-14T20:05:44.994170,وسط البلد,139.51,228.57,35.55,0.77,145.44,30.045848,31.235705
2025-11-14T20:05:45.995747,التجمع الخامس,132.28,200.67,44.11,0.83,135.16,30.021146,31.498269
2025-11-14T20:05:46.997160,التجمع الخامس,141.37,224.14,88.57,0.81,155.64,30.021709,31.498552
2025-11-14T20:05:47.998635,وسط البلد,66.16,92.58,53.33,0.58,71.52,30.045626,31.234446
2025-11-14T20:05:48.999799,مدينة نصر,37.63,66.66,68.87,0.65,52.59,30.066696,31.329819
2025-11-14T20:05:50.001116,الجيزة,116.12,188.18,41.89,1.11,122.9,29.973733,31.125515
2025-11-14T20:05:51.003504,المعادي,128.17,200.61,44.31,1.17,133.13,29.974906,31.254892
2025-11-14T20:05:52.005144,مدينة نصر,111.58,183.18,29.25,0.98,116.59,30.066277,31.329455
2025-11-14T20:05:53.006608,مدينة نصر,137.23,222.66,38.06,1.13,143.02,30.067398,31.329839
2025-11-14T20:05:54.007875,المعادي,73.59,113.68,38.58,0.52,78.61,29.975454,31.255232
2025-11-14T20:05:55.009426,مدينة نصر,126.98,203.68,87.32,1.12,142.06,30.066905,31.329895
2025-11-14T20:05:56.011004,وسط البلد,72.39,104.84,34.68,1.1,74.58,30.046446,31.235446
2025-11-14T20:05:57.012843,مدينة نصر,77.08,107.92,89.9,0.63,88.9,30.066764,31.329586
2025-11-14T20:05:58.014104,وسط البلد,54.31,84.75,76.98,0.91,67.98,30.04624,31.234939
2025-11-14T20:05:59.015804,مدينة نصر,59.13,89.69,45.85,1.03,65.64,30.067736,31.329834
2025-11-14T20:06:00.017281,وسط البلد,84.16,134.88,86.09,0.43,99.76,30.046262,31.235249
2025-11-14T20:06:01.018873,وسط البلد,139.72,219.74,106.14,1.12,157.01,30.046793,31.234652
2025-11-14T20:06:02.020585,الجيزة,64.68,107.42,73.23,0.83,79.21,29.973181,31.125737
2025-11-14T20:06:03.021997,الجيزة,120.44,195.88,40.27,0.51,127.04,29.972462,31.12568
2025-11-14T20:06:04.023645,التجمع الخامس,111.53,182.47,83.26,1.09,127.16,30.021468,31.499592
2025-11-14T20:06:05.024930,مدينة نصر,99.01,151.05,29.84,0.92,100.79,30.066499,31.330209
2025-11-14T20:06:06.026352,وسط البلد,51.08,86.13,75.48,0.86,66.47,30.045215,31.234246
2025-11-14T20:06:07.028269,المعادي,52.42,81.81,87.68,1.2,68.29,29.975304,31.254718
2025-11-14T20:06:08.029766,التجمع الخامس,113.03,176.15,46.83,0.39,118.73,30.020895,31.498637
2025-11-14T20:06:09.031537,المعادي,83.06,137.27,36.11,1.05,89.93,29.975031,31.255038
2025-11-14T20:06:10.033005,التجمع الخامس,36.12,50.51,79.59,0.86,49.13,30.020807,31.499374
2025-11-14T20:06:11.034806,التجمع الخامس,76.77,120.9,19.39,0.62,78.53,30.021401,31.499232
2025-11-14T20:06:12.035925,مدينة نصر,91.55,147.5,45.34,0.89,99.09,30.066948,31.330523
2025-11-14T20:06:13.037655,مدينة نصر,69.98,110.97,40.14,1.08,76.31,30.066331,31.329345
2025-11-14T20:06:14.038903,المعادي,61.62,104.93,89.59,0.54,80.21,29.975736,31.255009
2025-11-14T20:06:15.040518,وسط البلد,78.6,131.74,22.31,0.47,83.28,30.045544,31.234436
2025-11-14T20:06:16.041659,التجمع الخامس,45.99,69.6,66.23,1.12,57.12,30.02148,31.499201
2025-11-14T20:06:17.043329,وسط البلد,63.81,94.25,36.83,0.4,67.54,30.045224,31.23536
2025-11-14T20:06:18.044851,التجمع الخامس,39.89,53.93,73.38,1.1,50.8,30.020525,31.498951
2025-11-14T20:06:19.046256,وسط البلد,74.48,115.94,74.7,0.99,86.96,30.04607,31.234409
2025-11-14T20:06:20.047385,وسط البلد,59.61,99.84,63.02,0.98,72.36,30.045486,31.235188
2025-11-14T20:06:21.049112,مدينة نصر,129.58,202.44,42.03,0.77,133.93,30.067314,31.329623
2025-11-14T20:06:22.050353,وسط البلد,99.08,164.38,88.88,1.15,116.63,30.045955,31.235019
2025-11-14T20:06:23.051983,المعادي,103.95,153.72,88.41,0.38,115.77,29.975386,31.254333
2025-11-14T20:06:24.053279,التجمع الخامس,81.64,134.23,80.62,0.65,97.21,30.020799,31.498917
2025-11-14T20:06:25.054978,التجمع الخامس,70.36,103.89,43.46,1.08,75.04,30.020435,31.499301
2025-11-14T20:06:26.056409,وسط البلد,88.92,137.73,37.9,0.44,93.36,30.045308,31.235292
2025-11-14T20:06:27.058116,مدينة نصر,99.38,159.86,80.24,0.52,113.7,30.067709,31.330208
2025-11-14T20:06:28.060276,التجمع الخامس,106.44,168.66,74.78,1.12,118.77,30.021751,31.498512
2025-11-14T20:06:29.061605,مدينة نصر,41.71,60.86,84.73,0.74,56.06,30.066427,31.330713
2025-11-14T20:06:30.063309,التجمع الخامس,66.1,106.42,74.47,0.54,79.87,30.021018,31.499566
2025-11-14T20:06:31.065035,المعادي,59.29,92.77,41.19,1.05,65.71,29.974357,31.254259
2025-11-14T20:06:32.066522,مدينة نصر,99.26,146.69,39.49,0.98,101.53,30.066932,31.330438
2025-11-14T20:06:33.068056,الجيزة,49.66,69.68,70.64,0.68,59.86,29.972795,31.125522
2025-11-14T20:06:34.069675,وسط البلد,48.93,80.07,31.6,0.87,54.81,30.045899,31.235334
2025-11-14T20:06:35.070801,مدينة نصر,46.01,86.24,102.42,0.71,69.36,30.06721,31.330441
2025-11-14T20:06:36.072161,وسط البلد,101.75,165.65,29.18,0.98,106.4,30.045793,31.235105
2025-11-14T20:06:37.073566,المعادي,111.52,170.99,95.92,0.42,126.24,29.975052,31.254228
2025-11-14T20:06:38.075274,المعادي,110.76,175.22,43.71,0.33,116.69,29.975419,31.254747
2025-11-14T20:06:39.076686,وسط البلد,44.06,85.8,79.44,0.38,63.66,30.045409,31.235725
2025-11-14T20:06:40.078208,مدينة نصر,76.28,118.37,58.88,0.72,85.43,30.06701,31.329489
2025-11-14T20:06:41.079929,مدينة نصر,130.5,198.22,88.3,0.63,142.37,30.067228,31.329337
2025-11-14T20:06:42.081736,الجيزة,42.63,65.03,25.99,1.05,46.02,29.972429,31.125257
2025-11-14T20:06:43.083249,وسط البلد,74.84,126.17,64.93,0.8,88.26,30.045305,31.234988
2025-11-14T20:06:44.084752,التجمع الخامس,92.11,147.61,46.12,0.47,99.56,30.020554,31.499456
2025-11-14T20:06:45.086225,المعادي,97.33,155.91,70.08,0.8,109.45,29.974724,31.254586
2025-11-14T20:06:46.087635,وسط البلد,134.99,216.76,95.26,0.87,151.58,30.045392,31.234367
2025-11-14T20:06:47.088908,مدينة نصر,93.52,144.8,60.63,1.16,102.32,30.067609,31.330045
2025-11-14T20:06:48.090437,المعادي,118.37,193.41,28.02,1.06,122.81,29.975655,31.255367
2025-11-14T20:06:49.091913,مدينة نصر,126.22,204.47,89.0,0.73,142.25,30.066514,31.329383
2025-11-14T20:06:50.093379,وسط البلد,137.64,227.72,60.57,0.69,149.25,30.046452,31.234692
2025-11-14T20:06:51.094731,التجمع الخامس,84.09,125.63,61.97,0.55,92.13,30.020562,31.498528
2025-11-14T20:06:52.095870,المعادي,104.33,179.5,86.94,0.53,123.4,29.97561,31.255135
2025-11-14T20:06:53.097401,وسط البلد,126.36,195.09,40.25,0.95,129.76,30.046044,31.234825
2025-11-14T20:06:54.098828,مدينة نصر,71.57,118.77,36.36,1.03,78.69,30.067381,31.329544
2025-11-14T20:06:55.100325,المعادي,128.68,198.29,55.8,0.41,134.99,29.974749,31.255785
2025-11-14T20:06:56.101852,مدينة نصر,77.75,125.22,29.45,0.54,82.33,30.066276,31.330667
2025-11-14T20:06:57.103271,المعادي,114.38,192.73,46.91,0.49,124.39,29.974279,31.255391
2025-11-14T20:06:58.105149,المعادي,61.98,112.86,34.51,0.96,71.75,29.974822,31.255455
2025-11-14T20:06:59.106164,التجمع الخامس,83.89,134.56,55.37,0.96,93.39,30.021598,31.498706
2025-11-14T20:07:00.107456,الجيزة,123.99,196.67,50.2,0.75,131.04,29.972815,31.126364
2025-11-14T20:07:01.109182,المعادي,83.72,129.31,74.62,0.63,95.58,29.97534,31.255078
2025-11-14T20:07:02.110951,التجمع الخامس,77.98,123.7,91.26,0.49,94.36,30.020493,31.498266
2025-11-14T20:07:03.111967,مدينة نصر,126.35,199.68,37.97,1.13,130.67,30.066947,31.33073
2025-11-14T20:07:04.113642,وسط البلد,146.39,239.99,89.05,0.65,163.0,30.046606,31.235514
2025-11-14T20:07:05.114768,التجمع الخامس,99.36,148.08,45.09,1.04,103.12,30.021789,31.49937
2025-11-14T20:07:06.116892,الجيزة,72.8,112.63,38.8,0.69,77.95,29.973271,31.125961
2025-11-14T20:07:07.118375,التجمع الخامس,39.11,66.38,88.52,0.37,57.17,30.020315,31.499151
2025-11-14T20:07:08.119834,مدينة نصر,115.32,181.08,54.17,0.76,122.82,30.067202,31.329738
2025-11-14T20:07:09.121662,مدينة نصر,36.14,51.01,30.7,0.41,39.51,30.067555,31.329804
2025-11-14T20:07:10.123348,المعادي,51.44,83.84,88.44,0.76,68.56,29.974411,31.255072
2025-11-14T20:07:11.124715,وسط البلد,60.23,97.92,42.04,1.01,67.9,30.045879,31.23552
2025-11-14T20:07:12.126263,الجيزة,48.33,76.04,48.31,0.38,56.64,29.97233,31.126652
2025-11-14T20:07:13.127763,الجيزة,48.06,75.14,95.17,0.76,65.61,29.972388,31.125547
2025-11-14T20:07:14.129110,المعادي,137.68,225.14,77.59,1.13,151.9,29.975307,31.255143
2025-11-14T20:07:15.130738,التجمع الخامس,139.37,221.65,37.11,0.98,143.6,30.02043,31.499548
2025-11-14T20:07:16.132277,الجيزة,90.31,139.82,82.88,0.97,103.68,29.972593,31.125309
2025-11-14T20:07:17.133564,مدينة نصر,126.74,210.34,38.46,0.72,134.16,30.067546,31.33009
2025-11-14T20:07:18.134813,المعادي,111.63,184.41,73.0,0.32,125.74,29.975407,31.255687
2025-11-14T20:07:19.136232,الجيزة,57.56,92.05,96.0,0.36,75.59,29.972588,31.126122
2025-11-14T20:07:20.138048,الجيزة,77.72,119.89,67.15,0.57,88.26,29.973006,31.12544
2025-11-14T20:07:21.139445,وسط البلد,92.61,164.17,37.42,0.44,103.04,30.045457,31.234464
2025-11-14T20:07:22.140614,التجمع الخامس,111.2,192.97,81.26,1.08,129.74,30.020458,31.499196
2025-11-14T20:07:23.142706,المعادي,103.49,174.79,73.63,0.58,118.91,29.975063,31.255072
2025-11-14T20:07:24.145207,وسط البلد,113.89,183.82,36.18,1.01,119.32,30.04679,31.234905
2025-11-14T20:07:25.146644,وسط البلد,132.47,210.3,50.51,0.74,139.43,30.046235,31.235587
2025-11-14T20:07:26.147954,المعادي,67.6,105.22,50.36,0.95,75.44,29.974421,31.254556
2025-11-14T20:07:27.149864,الجيزة,95.43,158.81,105.66,0.54,116.49,29.972926,31.125221
2025-11-14T20:07:28.151350,المعادي,64.49,103.09,74.65,0.98,78.1,29.974286,31.255274
2025-11-14T20:07:29.152806,مدينة نصر,86.95,142.66,69.57,1.1,100.19,30.066664,31.330114
2025-11-14T20:07:30.154373,التجمع الخامس,129.18,207.95,25.91,0.55,132.16,30.021089,31.498287
2025-11-14T20:07:31.155734,الجيزة,25.29,46.36,53.18,0.84,37.19,29.97332,31.125374
2025-11-14T20:07:32.157418,الجيزة,80.67,129.58,46.42,0.99,88.49,29.972939,31.126411
2025-11-14T20:07:33.158874,الجيزة,30.46,47.96,84.17,0.74,46.45,29.972894,31.126758
2025-11-14T20:07:34.160246,التجمع الخامس,83.31,130.87,87.09,0.97,98.33,30.020669,31.498397
2025-11-14T20:07:35.161923,التجمع الخامس,69.28,113.92,30.99,0.83,75.01,30.020771,31.498569
2025-11-14T20:07:36.163413,وسط البلد,49.58,78.52,45.9,0.9,57.52,30.046474,31.235062
2025-11-14T20:07:37.164698,المعادي,136.03,220.54,39.6,0.57,142.09,29.975358,31.255364
2025-11-14T20:07:38.165895,وسط البلد,107.94,165.73,65.11,0.51,116.71,30.04673,31.235648
2025-11-14T20:07:39.167535,وسط البلد,144.62,231.49,79.45,0.61,157.64,30.046468,31.235639
2025-11-14T20:07:40.169132,المعادي,68.84,111.18,107.41,0.97,89.26,29.974911,31.255716
2025-11-14T20:07:41.171107,وسط البلد,98.9,161.18,42.97,0.63,106.4,30.045779,31.235364
2025-11-14T20:07:42.172306,المعادي,142.42,224.43,41.85,0.58,146.91,29.974725,31.254932
2025-11-14T20:07:43.173837,مدينة نصر,91.57,137.04,53.73,0.55,97.64,30.067665,31.329915
2025-11-14T20:07:44.175568,الجيزة,93.88,153.2,32.38,0.81,99.37,29.973081,31.125943
2025-11-14T20:07:45.177118,مدينة نصر,121.99,193.17,61.06,0.72,131.16,30.066784,31.329977
2025-11-14T20:07:46.178532,وسط البلد,106.97,161.27,59.62,0.32,113.79,30.045807,31.234305
2025-11-14T20:07:47.180560,المعادي,45.99,76.09,65.61,0.54,58.94,29.974307,31.254218
2025-11-14T20:07:48.181981,وسط البلد,74.9,125.7,64.7,1.01,88.1,30.045222,31.234527
2025-11-14T20:07:49.183096,المعادي,107.37,174.65,63.58,0.99,118.8,29.974727,31.254996
2025-11-14T20:07:50.184534,وسط البلد,87.37,146.01,33.14,0.55,94.12,30.045456,31.23469
2025-11-14T20:07:51.185981,المعادي,67.99,99.78,87.22,0.69,81.38,29.97448,31.254366
2025-11-14T20:07:52.187550,التجمع الخامس,69.2,108.22,54.62,1.18,77.99,30.020581,31.49888
2025-11-14T20:07:53.188848,وسط البلد,119.33,193.27,22.98,0.59,122.24,30.045993,31.235261
2025-11-14T20:07:54.190338,المعادي,92.71,153.28,92.98,1.08,110.93,29.975666,31.254553
2025-11-14T20:07:55.191841,المعادي,66.64,103.05,66.79,0.94,77.6,29.975136,31.25441
2025-11-14T20:07:56.193937,المعادي,134.64,210.99,64.29,0.38,143.47,29.974629,31.25475
2025-11-14T20:07:57.195592,التجمع الخامس,109.18,169.29,53.46,0.32,116.07,30.02062,31.499126
2025-11-14T20:07:58.196893,التجمع الخامس,117.2,185.4,88.47,0.46,131.91,30.020435,31.498235
2025-11-14T20:07:59.198231,الجيزة,71.31,113.28,46.71,1.16,78.98,29.972201,31.125659
2025-11-14T20:08:00.199623,الجيزة,118.69,198.13,107.59,0.48,140.3,29.97302,31.126624
2025-11-14T20:08:01.201158,مدينة نصر,54.24,91.98,61.5,0.54,67.01,30.067747,31.329589
2025-11-14T20:08:02.202407,المعادي,52.96,84.13,52.23,0.59,62.16,29.974483,31.255751
2025-11-14T20:08:03.203910,مدينة نصر,74.22,115.01,45.91,0.62,80.79,30.066933,31.329952
2025-11-14T20:08:04.205355,مدينة نصر,84.43,132.54,83.83,0.61,98.74,30.066821,31.330203
2025-11-14T20:08:05.206872,التجمع الخامس,98.44,157.57,65.53,0.45,109.6,30.021216,31.498509
2025-11-14T20:08:06.208576,المعادي,122.05,186.96,34.25,1.02,123.96,29.975182,31.255702
2025-11-14T20:08:07.209639,وسط البلد,71.69,119.01,84.43,1.1,88.43,30.04658,31.234497
2025-11-14T20:08:08.211217,الجيزة,112.81,188.2,83.64,0.49,129.59,29.973676,31.126207
2025-11-14T20:08:09.212533,مدينة نصر,69.37,108.71,60.2,1.18,79.34,30.066656,31.329469
2025-11-14T20:08:10.213819,المعادي,107.74,177.01,40.28,0.6,115.03,29.974291,31.254344
2025-11-14T20:08:11.215210,وسط البلد,58.08,98.81,52.59,0.96,69.2,30.045799,31.234917
2025-11-14T20:08:12.217110,الجيزة,113.26,188.78,71.37,1.03,127.54,29.973618,31.125223
2025-11-14T20:08:13.218709,وسط البلد,88.62,150.88,47.3,0.61,99.03,30.045468,31.235087
2025-11-14T20:08:14.220339,الجيزة,114.37,180.81,37.64,1.02,118.96,29.972851,31.125829
2025-11-14T20:08:15.221750,المعادي,125.39,200.52,103.28,1.0,143.51,29.974703,31.254271
2025-11-14T20:08:16.223170,وسط البلد,88.43,139.45,61.38,0.5,98.32,30.046117,31.234817
2025-11-14T20:08:17.224713,التجمع الخامس,60.81,93.65,34.78,1.12,65.46,30.020671,31.499278
2025-11-14T20:08:18.225989,الجيزة,53.53,87.74,72.94,1.05,67.67,29.973618,31.126488
2025-11-14T20:08:19.227651,التجمع الخامس,77.67,125.79,28.77,0.42,82.33,30.020707,31.498599
2025-11-14T20:08:20.228979,وسط البلد,80.24,128.26,46.95,0.38,87.99,30.045942,31.234549
2025-11-14T20:08:21.230289,مدينة نصر,111.57,185.75,39.18,0.53,119.34,30.066275,31.329337
2025-11-14T20:08:22.231759,الجيزة,58.25,87.47,85.27,1.15,72.42,29.973569,31.126044
2025-11-14T20:08:23.232768,الجيزة,56.27,93.78,31.63,0.74,62.6,29.972617,31.125226
2025-11-14T20:08:24.233892,المعادي,82.84,124.05,95.69,0.75,97.77,29.974703,31.254826
2025-11-14T20:08:25.235560,مدينة نصر,127.47,208.44,96.5,0.39,145.57,30.066371,31.330635
2025-11-14T20:08:26.236931,التجمع الخامس,85.74,144.42,91.21,0.6,104.44,30.02105,31.498621
2025-11-14T20:08:27.239111,مدينة نصر,46.17,67.09,102.3,0.8,63.67,30.066986,31.329286
2025-11-14T20:08:28.240376,مدينة نصر,110.58,164.53,77.87,0.69,120.22,30.067298,31.329614
2025-11-14T20:08:29.241866,الجيزة,103.55,160.84,39.29,1.07,107.88,29.972597,31.125745
2025-11-14T20:08:30.243604,مدينة نصر,36.07,65.24,77.73,0.72,53.15,30.067079,31.32958
2025-11-14T20:08:31.245501,الجيزة,124.53,208.63,83.68,0.94,141.59,29.97288,31.125582
2025-11-14T20:08:32.248195,المعادي,135.86,216.67,35.67,0.81,140.07,29.974906,31.254564
2025-11-14T20:08:33.249437,التجمع الخامس,65.95,106.84,95.66,0.35,84.16,30.020498,31.498409
2025-11-14T20:08:34.250962,المعادي,42.75,67.25,81.05,0.54,57.76,29.975185,31.254275
2025-11-14T20:08:35.252474,وسط البلد,91.09,135.89,52.04,0.37,96.72,30.046533,31.234881
2025-11-14T20:08:36.254146,التجمع الخامس,115.88,197.27,61.36,0.34,129.39,30.021502,31.499499
2025-11-14T20:08:37.255539,المعادي,129.6,198.74,50.41,0.39,134.5,29.974878,31.254218
2025-11-14T20:08:38.257426,المعادي,76.14,113.37,31.92,1.13,78.47,29.975749,31.255596
2025-11-14T20:08:39.258918,الجيزة,78.43,125.89,70.6,0.49,91.1,29.972776,31.125651
2025-11-14T20:08:40.260472,المعادي,83.43,137.12,65.88,0.4,96.03,29.975383,31.255039
2025-11-14T20:08:41.261961,التجمع الخامس,113.41,178.47,88.17,0.86,127.88,30.020299,31.499597
2025-11-14T20:08:42.263527,الجيزة,135.93,208.8,92.3,0.39,149.07,29.972225,31.126376
2025-11-14T20:08:43.264817,وسط البلد,116.54,184.23,38.44,0.43,121.23,30.045807,31.235424
2025-11-14T20:08:44.265824,الجيزة,81.63,130.76,92.48,0.71,98.54,29.972809,31.12572
2025-11-14T20:08:45.267312,وسط البلد,120.34,192.51,60.91,0.65,130.1,30.046616,31.235211
2025-11-14T20:08:46.268718,الجيزة,30.85,43.42,55.83,0.99,39.62,29.973397,31.126025
2025-11-14T20:08:47.270027,مدينة نصر,88.19,132.84,76.88,1.06,99.32,30.067426,31.329442
2025-11-14T20:08:48.271740,التجمع الخامس,134.16,205.85,96.75,0.76,148.18,30.021042,31.499451
2025-11-14T20:08:49.273340,مدينة نصر,53.65,73.23,27.06,1.14,54.21,30.067585,31.330495
2025-11-14T20:08:50.274683,الجيزة,97.54,151.18,55.45,1.0,105.22,29.973627,31.126299
2025-11-14T20:08:51.276647,وسط البلد,110.59,179.99,84.8,0.38,126.25,30.046718,31.234368
2025-11-14T20:08:52.278263,التجمع الخامس,46.49,83.67,98.85,0.67,68.12,30.021025,31.498924
2025-11-14T20:08:53.279979,المعادي,123.46,198.0,94.32,0.96,139.99,29.975115,31.255627
2025-11-14T20:08:54.281376,الجيزة,42.41,66.08,93.03,0.55,59.64,29.972971,31.126795
2025-11-14T20:08:55.282986,مدينة نصر,122.49,202.13,82.96,1.12,138.48,30.066587,31.329812
2025-11-14T20:08:56.284718,وسط البلد,41.68,65.39,81.93,0.64,56.84,30.045626,31.235454
2025-11-14T20:08:57.286050,وسط البلد,123.72,190.3,87.13,0.31,136.37,30.046706,31.235499
2025-11-14T20:08:58.287227,مدينة نصر,108.97,178.19,42.08,0.65,116.36,30.066897,31.329283
2025-11-14T20:08:59.288527,الجيزة,84.22,130.68,55.67,0.76,92.45,29.972453,31.126339
2025-11-14T20:09:00.290117,الجيزة,98.02,150.59,92.08,0.45,112.6,29.972622,31.125828
2025-11-14T20:09:01.291446,المعادي,65.22,99.25,64.26,0.95,75.24,29.974825,31.255587
2025-11-14T20:09:02.292903,وسط البلد,138.79,222.6,49.47,0.73,146.07,30.046607,31.234625
2025-11-14T20:09:03.294370,وسط البلد,65.71,114.27,36.15,0.78,74.37,30.046637,31.234724
2025-11-14T20:09:04.295856,مدينة نصر,79.42,118.29,105.58,0.86,96.31,30.067306,31.329424
2025-11-14T20:09:05.297468,المعادي,100.2,169.39,73.42,0.65,115.6,29.97501,31.254979
2025-11-14T20:09:06.299042,التجمع الخامس,71.84,112.66,78.64,0.92,85.45,30.021172,31.499736
2025-11-14T20:09:07.300757,المعادي,89.02,145.19,37.64,1.13,95.6,29.974668,31.25574
2025-11-14T20:09:08.301979,مدينة نصر,82.19,119.57,97.32,0.54,96.43,30.067556,31.329715
2025-11-14T20:09:09.303468,التجمع الخامس,128.75,204.89,89.13,1.13,143.67,30.020449,31.499148
2025-11-14T20:09:10.304962,المعادي,43.39,65.33,36.64,0.32,48.62,29.975559,31.254505
2025-11-14T20:09:11.306036,مدينة نصر,36.19,61.59,25.35,0.42,41.64,30.066688,31.329761
2025-11-14T20:09:12.307258,وسط البلد,75.57,127.53,40.66,1.03,84.17,30.046342,31.234565
2025-11-14T20:09:13.308822,مدينة نصر,84.95,136.7,53.14,0.57,94.11,30.066312,31.329631
2025-11-14T20:09:14.310419,وسط البلد,112.94,177.82,80.9,0.45,125.99,30.046044,31.234311
2025-11-14T20:09:15.311631,المعادي,72.39,112.41,60.1,0.99,81.94,29.97549,31.25515
2025-11-14T20:09:16.313170,المعادي,120.59,190.61,47.22,0.57,126.92,29.975473,31.25462
2025-11-14T20:09:17.314707,وسط البلد,127.61,214.97,23.6,0.59,133.02,30.045314,31.235331
2025-11-14T20:09:18.316013,الجيزة,80.01,130.83,90.65,1.04,97.38,29.973277,31.125363
2025-11-14T20:09:19.317691,الجيزة,138.33,234.78,81.23,1.13,155.84,29.973358,31.126558
2025-11-14T20:09:20.319432,الجيزة,73.71,125.59,50.93,0.62,84.72,29.972457,31.126159
2025-11-14T20:09:21.320721,مدينة نصر,84.27,123.5,54.87,0.97,90.16,30.067775,31.330514
2025-11-14T20:09:22.321863,مدينة نصر,42.68,64.5,41.49,0.77,48.99,30.067235,31.329621
2025-11-14T20:09:23.323538,المعادي,81.08,127.65,86.36,0.89,96.11,29.975244,31.254334
