timestamp,road_id,road_name,cars_count,avg_speed_kmh,district,lat,lon
2025-11-14T19:59:33.440545,5,محور المشير/التجمع,110,17.53,التجمع الخامس,30.02178,31.499346
2025-11-14T19:59:34.441808,5,محور المشير/التجمع,117,22.27,التجمع الخامس,30.020268,31.499535
2025-11-14T19:59:35.443208,4,المعادي كورنيش,134,23.25,المعادي,29.974835,31.255477
2025-11-14T19:59:36.444615,1,صلاح سالم,124,31.18,مدينة نصر,30.066944,31.329537
2025-11-14T19:59:37.446102,4,المعادي كورنيش,149,41.49,المعادي,29.975449,31.254572
2025-11-14T19:59:38.447989,5,محور المشير/التجمع,119,30.94,التجمع الخامس,30.02116,31.498689
2025-11-14T19:59:39.450403,5,محور المشير/التجمع,50,60.45,التجمع الخامس,30.020646,31.498725
2025-11-14T19:59:40.451684,4,المعادي كورنيش,137,9.7,المعادي,29.975055,31.255232
2025-11-14T19:59:41.453427,1,صلاح سالم,178,18.47,مدينة نصر,30.066803,31.329665
2025-11-14T19:59:42.455040,5,محور المشير/التجمع,114,38.8,التجمع الخامس,30.021545,31.49823
2025-11-14T19:59:43.456148,4,المعادي كورنيش,122,33.93,المعادي,29.97493,31.25475
2025-11-14T19:59:44.457430,5,محور المشير/التجمع,115,18.97,التجمع الخامس,30.020847,31.499158
2025-11-14T19:59:45.458987,5,محور المشير/التجمع,114,11.99,التجمع الخامس,30.020602,31.498851
2025-11-14T19:59:46.460336,5,محور المشير/التجمع,102,37.23,التجمع الخامس,30.020917,31.498509
2025-11-14T19:59:47.461538,4,المعادي كورنيش,171,23.45,المعادي,29.974659,31.255205
2025-11-14T19:59:48.463208,4,المعادي كورنيش,61,46.09,المعادي,29.974704,31.255558
2025-11-14T19:59:49.464587,3,كورنيش النيل,162,21.7,وسط البلد,30.045995,31.234775
2025-11-14T19:59:50.465694,5,محور المشير/التجمع,135,33.81,التجمع الخامس,30.021478,31.499685
2025-11-14T19:59:51.467107,2,الهرم,68,39.2,الجيزة,29.973163,31.126169
2025-11-14T19:59:52.468471,5,محور المشير/التجمع,175,23.26,التجمع الخامس,30.021762,31.498491
2025-11-14T19:59:53.469968,5,محور المشير/التجمع,124,27.91,التجمع الخامس,30.02143,31.499311
2025-11-14T19:59:54.471508,1,صلاح سالم,155,29.77,مدينة نصر,30.066634,31.329733
2025-11-14T19:59:55.473121,3,كورنيش النيل,29,42.1,وسط البلد,30.045755,31.235236
2025-11-14T19:59:56.474805,1,صلاح سالم,98,40.1,مدينة نصر,30.067164,31.330755
2025-11-14T19:59:57.476480,5,محور المشير/التجمع,99,38.22,التجمع الخامس,30.020403,31.498857
2025-11-14T19:59:58.477832,4,المعادي كورنيش,61,44.36,المعادي,29.974658,31.255223
2025-11-14T19:59:59.479034,2,الهرم,147,15.62,الجيزة,29.97313,31.126241
2025-11-14T20:00:00.480195,4,المعادي كورنيش,110,39.19,المعادي,29.974357,31.254274
2025-11-14T20:00:01.481686,3,كورنيش النيل,100,30.69,وسط البلد,30.046604,31.235316
2025-11-14T20:00:02.483644,4,المعادي كورنيش,91,33.91,المعادي,29.974744,31.255005
2025-11-14T20:00:03.484845,3,كورنيش النيل,81,50.36,وسط البلد,30.045766,31.234459
2025-11-14T20:00:04.486106,5,محور المشير/التجمع,40,39.52,التجمع الخامس,30.021252,31.499573
2025-11-14T20:00:05.487858,3,كورنيش النيل,53,38.28,وسط البلد,30.046403,31.234205
2025-11-14T20:00:06.488928,3,كورنيش النيل,67,21.46,وسط البلد,30.045399,31.234572
2025-11-14T20:00:07.490255,2,الهرم,105,29.66,الجيزة,29.972887,31.12625
2025-11-14T20:00:08.491941,1,صلاح سالم,88,42.66,مدينة نصر,30.067254,31.330224
2025-11-14T20:00:09.493302,4,المعادي كورنيش,62,40.06,المعادي,29.974895,31.254461
2025-11-14T20:00:10.494942,4,المعادي كورنيش,145,8.41,المعادي,29.974361,31.255386
2025-11-14T20:00:11.496060,3,كورنيش النيل,131,20.58,وسط البلد,30.045681,31.235259
2025-11-14T20:00:12.497768,1,صلاح سالم,119,42.76,مدينة نصر,30.066958,31.330495
2025-11-14T20:00:13.499152,4,المعادي كورنيش,104,32.33,المعادي,29.97424,31.254645
2025-11-14T20:00:14.500759,2,الهرم,174,13.09,الجيزة,29.97268,31.126463
2025-11-14T20:00:15.502308,4,المعادي كورنيش,127,31.82,المعادي,29.97459,31.254458
2025-11-14T20:00:16.504214,3,كورنيش النيل,150,27.3,وسط البلد,30.046638,31.23424
2025-11-14T20:00:17.506046,4,المعادي كورنيش,176,32.99,المعادي,29.97569,31.254529
2025-11-14T20:00:18.507657,5,محور المشير/التجمع,113,45.56,التجمع الخامس,30.02108,31.499011
2025-11-14T20:00:19.509143,3,كورنيش النيل,59,35.19,وسط البلد,30.046225,31.234507
2025-11-14T20:00:20.510354,1,صلاح سالم,48,42.92,مدينة نصر,30.067649,31.329759
2025-11-14T20:00:21.511354,3,كورنيش النيل,97,39.77,وسط البلد,30.046206,31.235076
2025-11-14T20:00:22.512814,5,محور المشير/التجمع,138,23.75,التجمع الخامس,30.020787,31.499422
2025-11-14T20:00:23.514168,4,المعادي كورنيش,108,27.12,المعادي,29.974563,31.254593
2025-11-14T20:00:24.515413,1,صلاح سالم,187,29.89,مدينة نصر,30.067338,31.32985
2025-11-14T20:00:25.516744,3,كورنيش النيل,66,32.18,وسط البلد,30.046005,31.23514
2025-11-14T20:00:26.518279,3,كورنيش النيل,223,33.35,وسط البلد,30.046243,31.234752
2025-11-14T20:00:27.520094,5,محور المشير/التجمع,143,30.22,التجمع الخامس,30.021528,31.499311
2025-11-14T20:00:28.521580,5,محور المشير/التجمع,124,26.84,التجمع الخامس,30.021256,31.499022
2025-11-14T20:00:29.523201,1,صلاح سالم,168,28.84,مدينة نصر,30.067729,31.329658
2025-11-14T20:00:30.525348,5,محور المشير/التجمع,104,26.97,التجمع الخامس,30.020336,31.498826
2025-11-14T20:00:31.526711,1,صلاح سالم,147,29.61,مدينة نصر,30.066818,31.329342
2025-11-14T20:00:32.528289,3,كورنيش النيل,127,31.15,وسط البلد,30.046122,31.234311
2025-11-14T20:00:33.529940,5,محور المشير/التجمع,115,35.94,التجمع الخامس,30.021097,31.499575
2025-11-14T20:00:34.531373,2,الهرم,139,24.33,الجيزة,29.973231,31.126613
2025-11-14T20:00:35.532734,2,الهرم,148,14.74,الجيزة,29.973215,31.126017
2025-11-14T20:00:36.534666,3,كورنيش النيل,119,27.87,وسط البلد,30.046429,31.2343
2025-11-14T20:00:37.536093,1,صلاح سالم,78,39.01,مدينة نصر,30.067162,31.329939
2025-11-14T20:00:38.537448,3,كورنيش النيل,128,21.37,وسط البلد,30.045309,31.235187
2025-11-14T20:00:39.538900,1,صلاح سالم,112,30.17,مدينة نصر,30.066644,31.330742
2025-11-14T20:00:40.540487,1,صلاح سالم,117,32.42,مدينة نصر,30.067393,31.329489
2025-11-14T20:00:41.542045,3,كورنيش النيل,13,33.29,وسط البلد,30.046731,31.234382
2025-11-14T20:00:42.543606,1,صلاح سالم,152,39.69,مدينة نصر,30.067606,31.3293
2025-11-14T20:00:43.545405,2,الهرم,144,28.02,الجيزة,29.97287,31.126622
2025-11-14T20:00:44.547340,1,صلاح سالم,128,35.37,مدينة نصر,30.066819,31.329747
2025-11-14T20:00:45.548517,2,الهرم,100,31.04,الجيزة,29.973326,31.125847
2025-11-14T20:00:46.549928,5,محور المشير/التجمع,172,31.84,التجمع الخامس,30.021632,31.498798
2025-11-14T20:00:47.551419,3,كورنيش النيل,70,48.01,وسط البلد,30.046591,31.235164
2025-11-14T20:00:48.553270,4,المعادي كورنيش,83,22.8,المعادي,29.974326,31.255117
2025-11-14T20:00:49.554987,3,كورنيش النيل,181,18.29,وسط البلد,30.046336,31.235765
2025-11-14T20:00:50.556508,3,كورنيش النيل,184,29.86,وسط البلد,30.045997,31.234616
2025-11-14T20:00:51.557898,1,صلاح سالم,82,34.06,مدينة نصر,30.066702,31.330065
2025-11-14T20:00:52.559736,1,صلاح سالم,105,29.58,مدينة نصر,30.066411,31.330792
2025-11-14T20:00:53.561526,4,المعادي كورنيش,127,20.94,المعادي,29.97444,31.254752
2025-11-14T20:00:54.562806,4,المعادي كورنيش,132,32.95,المعادي,29.975032,31.254927
2025-11-14T20:00:55.564413,4,المعادي كورنيش,130,25.05,المعادي,29.974829,31.255658
2025-11-14T20:00:56.566261,4,المعادي كورنيش,87,32.79,المعادي,29.975638,31.254269
2025-11-14T20:00:57.567869,3,كورنيش النيل,94,33.48,وسط البلد,30.045984,31.234451
2025-11-14T20:00:58.569001,4,المعادي كورنيش,120,41.98,المعادي,29.975091,31.255614
2025-11-14T20:00:59.570237,4,المعادي كورنيش,198,17.26,المعادي,29.975379,31.254653
2025-11-14T20:01:00.572358,3,كورنيش النيل,121,30.77,وسط البلد,30.045446,31.235243
2025-11-14T20:01:01.573808,3,كورنيش النيل,164,23.7,وسط البلد,30.046261,31.235434
2025-11-14T20:01:02.575449,3,كورنيش النيل,50,41.76,وسط البلد,30.046073,31.234508
2025-11-14T20:01:03.576971,3,كورنيش النيل,114,27.56,وسط البلد,30.046682,31.235
2025-11-14T20:01:04.578372,5,محور المشير/التجمع,109,28.24,التجمع الخامس,30.021379,31.498563
2025-11-14T20:01:05.580073,4,المعادي كورنيش,215,23.09,المعادي,29.974959,31.254761
2025-11-14T20:01:06.581113,1,صلاح سالم,59,40.6,مدينة نصر,30.066217,31.330541
2025-11-14T20:01:07.582923,3,كورنيش النيل,100,35.6,وسط البلد,30.045457,31.234775
2025-11-14T20:01:08.584834,1,صلاح سالم,150,29.09,مدينة نصر,30.066343,31.329424
2025-11-14T20:01:09.586320,4,المعادي كورنيش,124,35.18,المعادي,29.975447,31.254661
2025-11-14T20:01:10.587563,4,المعادي كورنيش,137,33.75,المعادي,29.975784,31.254785
2025-11-14T20:01:11.589347,5,محور المشير/التجمع,89,21.62,التجمع الخامس,30.020848,31.498981
2025-11-14T20:01:12.590578,2,الهرم,53,28.33,الجيزة,29.972662,31.125216
2025-11-14T20:01:13.591876,5,محور المشير/التجمع,78,32.54,التجمع الخامس,30.02172,31.498545
2025-11-14T20:01:14.593025,3,كورنيش النيل,160,33.67,وسط البلد,30.045562,31.235672
2025-11-14T20:01:15.594571,1,صلاح سالم,146,32.4,مدينة نصر,30.066858,31.33031
2025-11-14T20:01:16.595997,4,المعادي كورنيش,83,23.59,المعادي,29.974497,31.254223
2025-11-14T20:01:17.597672,4,المعادي كورنيش,117,12.2,المعادي,29.974724,31.254951
2025-11-14T20:01:18.598777,1,صلاح سالم,111,29.7,مدينة نصر,30.066934,31.330064
2025-11-14T20:01:19.600434,4,المعادي كورنيش,124,27.34,المعادي,29.974909,31.255284
2025-11-14T20:01:20.601769,4,المعادي كورنيش,156,22.11,المعادي,29.974451,31.255716
2025-11-14T20:01:21.603157,3,كورنيش النيل,112,35.27,وسط البلد,30.045871,31.235259
2025-11-14T20:01:22.604275,1,صلاح سالم,62,27.93,مدينة نصر,30.06643,31.329784
2025-11-14T20:01:23.605469,5,محور المشير/التجمع,184,18.57,التجمع الخامس,30.020654,31.499459
2025-11-14T20:01:24.606821,3,كورنيش النيل,62,49.61,وسط البلد,30.045631,31.235646
2025-11-14T20:01:25.608003,2,الهرم,120,35.09,الجيزة,29.972212,31.125813
2025-11-14T20:01:26.609068,5,محور المشير/التجمع,113,26.56,التجمع الخامس,30.021668,31.498781
2025-11-14T20:01:27.610308,2,الهرم,134,35.01,الجيزة,29.973348,31.125915
2025-11-14T20:01:28.611572,4,المعادي كورنيش,147,22.14,المعادي,29.974691,31.254521
2025-11-14T20:01:29.612842,3,كورنيش النيل,70,37.79,وسط البلد,30.045723,31.235644
2025-11-14T20:01:30.614848,3,كورنيش النيل,132,15.57,وسط البلد,30.045688,31.234399
2025-11-14T20:01:31.616406,5,محور المشير/التجمع,171,18.07,التجمع الخامس,30.021527,31.498848
2025-11-14T20:01:32.617804,2,الهرم,68,29.86,الجيزة,29.973095,31.125441
2025-11-14T20:01:33.619342,5,محور المشير/التجمع,90,12.58,التجمع الخامس,30.021079,31.498309
2025-11-14T20:01:34.620496,1,صلاح سالم,145,36.12,مدينة نصر,30.067332,31.330446
2025-11-14T20:01:35.622056,2,الهرم,114,18.45,الجيزة,29.972353,31.126712
2025-11-14T20:01:36.624156,5,محور المشير/التجمع,158,33.62,التجمع الخامس,30.02028,31.498304
2025-11-14T20:01:37.625778,4,المعادي كورنيش,113,41.21,المعادي,29.974511,31.254807
2025-11-14T20:01:38.626958,1,صلاح سالم,123,23.92,مدينة نصر,30.066466,31.329981
2025-11-14T20:01:39.628547,3,كورنيش النيل,184,10.92,وسط البلد,30.045427,31.234444
2025-11-14T20:01:40.629938,3,كورنيش النيل,107,35.58,وسط البلد,30.046385,31.235021
2025-11-14T20:01:41.631453,1,صلاح سالم,95,31.64,مدينة نصر,30.067444,31.330795
2025-11-14T20:01:42.632882,4,المعادي كورنيش,99,38.64,المعادي,29.974469,31.255268
2025-11-14T20:01:43.634506,5,محور المشير/التجمع,84,36.82,التجمع الخامس,30.021565,31.498378
2025-11-14T20:01:44.636504,5,محور المشير/التجمع,120,30.09,التجمع الخامس,30.02094,31.498934
2025-11-14T20:01:45.638009,1,صلاح سالم,59,36.15,مدينة نصر,30.06722,31.329907
2025-11-14T20:01:46.639168,2,الهرم,97,26.51,الجيزة,29.973677,31.126637
2025-11-14T20:01:47.640738,5,محور المشير/التجمع,145,25.71,التجمع الخامس,30.020525,31.499665
2025-11-14T20:01:48.642755,2,الهرم,134,35.83,الجيزة,29.973687,31.126784
2025-11-14T20:01:49.644185,5,محور المشير/التجمع,105,34.24,التجمع الخامس,30.020379,31.498855
2025-11-14T20:01:50.645763,5,محور المشير/التجمع,102,25.56,التجمع الخامس,30.02151,31.499065
2025-11-14T20:01:51.647235,1,صلاح سالم,158,24.08,مدينة نصر,30.06729,31.330558
2025-11-14T20:01:52.648720,4,المعادي كورنيش,112,26.42,المعادي,29.975719,31.254537
2025-11-14T20:01:53.650019,4,المعادي كورنيش,139,32.82,المعادي,29.97534,31.255244
2025-11-14T20:01:54.651535,1,صلاح سالم,77,21.14,مدينة نصر,30.067228,31.329867
2025-11-14T20:01:55.652710,1,صلاح سالم,132,28.74,مدينة نصر,30.066611,31.32999
2025-11-14T20:01:56.654169,4,المعادي كورنيش,121,21.29,المعادي,29.974444,31.254757
2025-11-14T20:01:57.655603,2,الهرم,135,27.08,الجيزة,29.97282,31.126442
2025-11-14T20:01:58.657229,5,محور المشير/التجمع,51,36.17,التجمع الخامس,30.020917,31.499243
2025-11-14T20:01:59.658538,1,صلاح سالم,128,32.89,مدينة نصر,30.066458,31.330191
2025-11-14T20:02:00.660104,2,الهرم,136,21.1,الجيزة,29.973058,31.125696
2025-11-14T20:02:01.661240,5,محور المشير/التجمع,138,24.81,التجمع الخامس,30.020885,31.499283
2025-11-14T20:02:02.662760,5,محور المشير/التجمع,131,21.07,التجمع الخامس,30.021279,31.499598
2025-11-14T20:02:03.664005,5,محور المشير/التجمع,103,35.62,التجمع الخامس,30.021264,31.498817
2025-11-14T20:02:04.665788,3,كورنيش النيل,131,29.32,وسط البلد,30.046614,31.234937
2025-11-14T20:02:05.667102,5,محور المشير/التجمع,103,28.77,التجمع الخامس,30.021575,31.498694
2025-11-14T20:02:06.668587,3,كورنيش النيل,121,29.64,وسط البلد,30.045693,31.23525
2025-11-14T20:02:07.669963,4,المعادي كورنيش,23,43.9,المعادي,29.975494,31.25567
2025-11-14T20:02:08.671150,3,كورنيش النيل,151,28.44,وسط البلد,30.0465,31.234619
2025-11-14T20:02:09.673099,1,صلاح سالم,186,25.71,مدينة نصر,30.06757,31.329578
2025-11-14T20:02:10.674353,5,محور المشير/التجمع,200,31.23,التجمع الخامس,30.021514,31.498572
2025-11-14T20:02:11.675613,1,صلاح سالم,81,35.45,مدينة نصر,30.066255,31.330609
2025-11-14T20:02:12.676689,2,الهرم,215,10.68,الجيزة,29.973481,31.126298
2025-11-14T20:02:13.678541,5,محور المشير/التجمع,100,16.91,التجمع الخامس,30.021497,31.498703
2025-11-14T20:02:14.680267,1,صلاح سالم,82,36.43,مدينة نصر,30.067427,31.32957
2025-11-14T20:02:15.681699,1,صلاح سالم,152,20.92,مدينة نصر,30.067581,31.330028
2025-11-14T20:02:16.682984,2,الهرم,167,8.87,الجيزة,29.973361,31.125929
2025-11-14T20:02:17.684712,4,المعادي كورنيش,145,29.65,المعادي,29.97517,31.255753
2025-11-14T20:02:18.686112,2,الهرم,106,45.96,الجيزة,29.97363,31.126017
2025-11-14T20:02:19.687403,4,المعادي كورنيش,168,13.9,المعادي,29.975403,31.255056
2025-11-14T20:02:20.689079,5,محور المشير/التجمع,47,39.51,التجمع الخامس,30.021598,31.498805
2025-11-14T20:02:21.690483,3,كورنيش النيل,91,34.08,وسط البلد,30.045471,31.235552
2025-11-14T20:02:22.691838,5,محور المشير/التجمع,140,31.23,التجمع الخامس,30.020557,31.498468
2025-11-14T20:02:23.693109,1,صلاح سالم,91,32.71,مدينة نصر,30.066335,31.330102
2025-11-14T20:02:24.695316,1,صلاح سالم,104,19.31,مدينة نصر,30.067401,31.329747
2025-11-14T20:02:25.696775,4,المعادي كورنيش,77,28.42,المعادي,29.975443,31.255168
2025-11-14T20:02:26.698232,5,محور المشير/التجمع,99,41.06,التجمع الخامس,30.021782,31.499145
2025-11-14T20:02:27.699557,1,صلاح سالم,124,25.1,مدينة نصر,30.066434,31.329642
2025-11-14T20:02:28.700852,5,محور المشير/التجمع,82,30.14,التجمع الخامس,30.021369,31.498321
2025-11-14T20:02:29.702107,2,الهرم,177,23.47,الجيزة,29.972601,31.125903
2025-11-14T20:02:30.703541,3,كورنيش النيل,171,34.44,وسط البلد,30.046043,31.234523
2025-11-14T20:02:31.704774,2,الهرم,242,20.57,الجيزة,29.972332,31.12641
2025-11-14T20:02:32.706612,4,المعادي كورنيش,106,31.59,المعادي,29.975154,31.254633
2025-11-14T20:02:33.707806,3,كورنيش النيل,123,29.8,وسط البلد,30.04555,31.234287
2025-11-14T20:02:34.709318,5,محور المشير/التجمع,115,23.92,التجمع الخامس,30.021467,31.498516
2025-11-14T20:02:35.710696,2,الهرم,181,18.24,الجيزة,29.972733,31.125224
2025-11-14T20:02:36.711786,2,الهرم,61,22.74,الجيزة,29.973457,31.125396
2025-11-14T20:02:37.713704,3,كورنيش النيل,100,23.52,وسط البلد,30.046043,31.235422
2025-11-14T20:02:38.714944,3,كورنيش النيل,109,39.14,وسط البلد,30.046354,31.234968
2025-11-14T20:02:39.716571,5,محور المشير/التجمع,67,26.1,التجمع الخامس,30.021051,31.498482
2025-11-14T20:02:40.717784,5,محور المشير/التجمع,154,31.51,التجمع الخامس,30.020791,31.499793
2025-11-14T20:02:41.719343,1,صلاح سالم,110,20.82,مدينة نصر,30.06633,31.329845
2025-11-14T20:02:42.720610,3,كورنيش النيل,99,27.64,وسط البلد,30.046234,31.235755
2025-11-14T20:02:43.721657,1,صلاح سالم,164,29.14,مدينة نصر,30.067109,31.329782
2025-11-14T20:02:44.722923,3,كورنيش النيل,92,31.05,وسط البلد,30.045353,31.234365
2025-11-14T20:02:45.724494,4,المعادي كورنيش,154,37.72,المعادي,29.975078,31.255415
2025-11-14T20:02:46.726223,5,محور المشير/التجمع,93,28.81,التجمع الخامس,30.020823,31.498535
2025-11-14T20:02:47.727643,1,صلاح سالم,72,28.39,مدينة نصر,30.066825,31.330153
2025-11-14T20:02:48.729040,5,محور المشير/التجمع,93,31.68,التجمع الخامس,30.02041,31.499701
2025-11-14T20:02:49.730527,2,الهرم,139,26.61,الجيزة,29.972252,31.126103
2025-11-14T20:02:50.731859,4,المعادي كورنيش,106,25.19,المعادي,29.975141,31.25441
2025-11-14T20:02:51.733151,1,صلاح سالم,112,26.15,مدينة نصر,30.06637,31.329325
2025-11-14T20:02:52.734548,1,صلاح سالم,136,20.54,مدينة نصر,30.067664,31.330173
2025-11-14T20:02:53.736131,2,الهرم,75,26.1,الجيزة,29.973105,31.126781
2025-11-14T20:02:54.737628,4,المعادي كورنيش,103,33.09,المعادي,29.975371,31.255693
2025-11-14T20:02:55.738986,3,كورنيش النيل,145,37.54,وسط البلد,30.046537,31.234974
2025-11-14T20:02:56.740601,4,المعادي كورنيش,149,30.33,المعادي,29.97571,31.255541
2025-11-14T20:02:57.742084,3,كورنيش النيل,153,33.23,وسط البلد,30.045867,31.234775
2025-11-14T20:02:58.743801,5,محور المشير/التجمع,195,30.24,التجمع الخامس,30.020863,31.498754
2025-11-14T20:02:59.745177,4,المعادي كورنيش,117,29.83,المعادي,29.975279,31.254371
2025-11-14T20:03:00.746940,2,الهرم,132,29.14,الجيزة,29.973055,31.125652
2025-11-14T20:03:01.748835,4,المعادي كورنيش,65,33.84,المعادي,29.974495,31.25507
2025-11-14T20:03:02.750148,4,المعادي كورنيش,86,26.83,المعادي,29.975744,31.254944
2025-11-14T20:03:03.751330,2,الهرم,120,18.49,الجيزة,29.972325,31.126163
2025-11-14T20:03:04.752746,5,محور المشير/التجمع,138,37.01,التجمع الخامس,30.021527,31.498565
2025-11-14T20:03:05.754537,5,محور المشير/التجمع,30,34.39,التجمع الخامس,30.020673,31.498797
2025-11-14T20:03:06.755953,4,المعادي كورنيش,129,40.46,المعادي,29.974777,31.255102
2025-11-14T20:03:07.757361,1,صلاح سالم,157,19.3,مدينة نصر,30.066971,31.330646
2025-11-14T20:03:08.759194,4,المعادي كورنيش,136,21.27,المعادي,29.975763,31.254706
2025-11-14T20:03:09.760581,2,الهرم,72,41.04,الجيزة,29.972805,31.126496
2025-11-14T20:03:10.761673,1,صلاح سالم,107,39.35,مدينة نصر,30.067646,31.329489
2025-11-14T20:03:11.762880,3,كورنيش النيل,87,27.31,وسط البلد,30.046046,31.234246
2025-11-14T20:03:12.764145,3,كورنيش النيل,159,26.56,وسط البلد,30.046612,31.234893
2025-11-14T20:03:13.765700,4,المعادي كورنيش,103,20.83,المعادي,29.974871,31.255043
2025-11-14T20:03:14.767897,1,صلاح سالم,118,29.82,مدينة نصر,30.066772,31.329968
2025-11-14T20:03:15.769115,3,كورنيش النيل,208,19.77,وسط البلد,30.045516,31.235387
2025-11-14T20:03:16.770641,4,المعادي كورنيش,132,20.14,المعادي,29.974803,31.254387
2025-11-14T20:03:17.772241,2,الهرم,116,19.89,الجيزة,29.973163,31.12655
2025-11-14T20:03:18.773612,5,محور المشير/التجمع,64,30.03,التجمع الخامس,30.020433,31.498241
2025-11-14T20:03:19.774820,3,كورنيش النيل,208,17.53,وسط البلد,30.045482,31.234688
2025-11-14T20:03:20.776249,1,صلاح سالم,202,29.4,مدينة نصر,30.067391,31.330684
2025-11-14T20:03:21.777787,5,محور المشير/التجمع,153,20.46,التجمع الخامس,30.020567,31.499374
2025-11-14T20:03:22.779665,5,محور المشير/التجمع,110,30.79,التجمع الخامس,30.021137,31.498393
2025-11-14T20:03:23.780914,2,الهرم,72,53.35,الجيزة,29.973206,31.125244
2025-11-14T20:03:24.782295,4,المعادي كورنيش,110,27.22,المعادي,29.974218,31.254953
2025-11-14T20:03:25.783773,2,الهرم,116,29.6,الجيزة,29.972286,31.125408
2025-11-14T20:03:26.785013,4,المعادي كورنيش,127,23.56,المعادي,29.974887,31.254468
2025-11-14T20:03:27.786664,2,الهرم,154,43.56,الجيزة,29.973118,31.126421
2025-11-14T20:03:28.787926,4,المعادي كورنيش,131,15.41,المعادي,29.974824,31.2544
2025-11-14T20:03:29.788960,1,صلاح سالم,212,31.78,مدينة نصر,30.066448,31.329305
2025-11-14T20:03:30.790258,5,محور المشير/التجمع,94,29.22,التجمع الخامس,30.020972,31.498845
2025-11-14T20:03:31.791554,3,كورنيش النيل,51,40.05,وسط البلد,30.046001,31.234749
2025-11-14T20:03:32.793038,1,صلاح سالم,108,29.17,مدينة نصر,30.067023,31.329639
2025-11-14T20:03:33.794258,5,محور المشير/التجمع,142,22.82,التجمع الخامس,30.021415,31.498737
2025-11-14T20:03:34.796251,4,المعادي كورنيش,96,33.13,المعادي,29.975532,31.25538
2025-11-14T20:03:35.797728,2,الهرم,201,27.46,الجيزة,29.973588,31.12596
2025-11-14T20:03:36.799079,2,الهرم,72,47.76,الجيزة,29.972291,31.1264
2025-11-14T20:03:37.800795,2,الهرم,119,38.23,الجيزة,29.972862,31.125571
2025-11-14T20:03:38.802141,3,كورنيش النيل,89,40.0,وسط البلد,30.046467,31.234468
2025-11-14T20:03:39.803563,3,كورنيش النيل,101,18.34,وسط البلد,30.045375,31.235017
2025-11-14T20:03:40.804949,2,الهرم,163,12.5,الجيزة,29.972547,31.126525
2025-11-14T20:03:41.807111,1,صلاح سالم,134,28.36,مدينة نصر,30.06692,31.329544
2025-11-14T20:03:42.808487,1,صلاح سالم,100,32.86,مدينة نصر,30.067748,31.330601
2025-11-14T20:03:43.810332,5,محور المشير/التجمع,108,42.67,التجمع الخامس,30.020428,31.499446
2025-11-14T20:03:44.811956,4,المعادي كورنيش,183,12.62,المعادي,29.975499,31.254898
2025-11-14T20:03:45.813479,2,الهرم,61,33.33,الجيزة,29.972818,31.12559
2025-11-14T20:03:46.814743,3,كورنيش النيل,79,40.58,وسط البلد,30.046696,31.234257
2025-11-14T20:03:47.815669,2,الهرم,101,30.74,الجيزة,29.972352,31.125627
2025-11-14T20:03:48.816969,3,كورنيش النيل,122,35.97,وسط البلد,30.04549,31.235009
2025-11-14T20:03:49.818687,1,صلاح سالم,191,20.83,مدينة نصر,30.067698,31.330692
2025-11-14T20:03:50.820539,5,محور المشير/التجمع,105,43.73,التجمع الخامس,30.020988,31.498278
2025-11-14T20:03:51.822244,4,المعادي كورنيش,130,52.69,المعادي,29.975669,31.25476
2025-11-14T20:03:52.823420,4,المعادي كورنيش,122,31.39,المعادي,29.975066,31.254203
2025-11-14T20:03:53.824982,1,صلاح سالم,92,22.0,مدينة نصر,30.067756,31.329747
2025-11-14T20:03:54.826408,3,كورنيش النيل,75,33.98,وسط البلد,30.045467,31.235241
2025-11-14T20:03:55.827758,5,محور المشير/التجمع,136,29.57,التجمع الخامس,30.020628,31.498432
2025-11-14T20:03:56.829273,5,محور المشير/التجمع,11,44.08,التجمع الخامس,30.02091,31.499298
2025-11-14T20:03:57.830250,5,محور المشير/التجمع,114,25.83,التجمع الخامس,30.020446,31.498285
2025-11-14T20:03:58.832129,1,صلاح سالم,170,21.64,مدينة نصر,30.066261,31.330331
2025-11-14T20:03:59.833986,2,الهرم,124,21.82,الجيزة,29.973612,31.12591
2025-11-14T20:04:00.835605,4,المعادي كورنيش,62,51.58,المعادي,29.974798,31.255673
2025-11-14T20:04:01.837509,2,الهرم,146,28.5,الجيزة,29.972739,31.126757
2025-11-14T20:04:02.839437,3,كورنيش النيل,133,35.73,وسط البلد,30.046712,31.235079
2025-11-14T20:04:03.841350,3,كورنيش النيل,67,42.52,وسط البلد,30.045201,31.235711
2025-11-14T20:04:04.842732,3,كورنيش النيل,194,21.73,وسط البلد,30.045599,31.234978
2025-11-14T20:04:05.844370,5,محور المشير/التجمع,156,18.22,التجمع الخامس,30.021303,31.499685
2025-11-14T20:04:06.846239,4,المعادي كورنيش,181,25.06,المعادي,29.97503,31.255434
2025-11-14T20:04:07.848290,3,كورنيش النيل,113,27.0,وسط البلد,30.045774,31.235455
2025-11-14T20:04:08.850165,5,محور المشير/التجمع,236,5,التجمع الخامس,30.020532,31.499096
2025-11-14T20:04:09.851837,1,صلاح سالم,90,25.2,مدينة نصر,30.066696,31.330155
2025-11-14T20:04:10.853398,1,صلاح سالم,158,21.29,مدينة نصر,30.067733,31.329412
2025-11-14T20:04:11.855013,3,كورنيش النيل,157,20.75,وسط البلد,30.045422,31.234322
